"Town","FIPS","Year","Year Submitted","Town Profile Year","Variable","Measure Type","Value"
"Portland","0900761800",2013,2014,2016,"Total Grand List","Number",810364905
"Portland","0900761800",2013,2014,2017,"Net Grand List","Number",802729670
"Portland","0900761800",2013,2014,2017,"Top 10 Total Grand List","Number",36648620
"Portland","0900761800",2013,2014,2017,"Total Grand List","Number",810364905
"Preston","0901162150",2014,2015,2016,"Net Grand List","Number",394079849
"Preston","0901162150",2014,2015,2016,"Top 10 Total Grand List","Number",34129680
"Preston","0901162150",2014,2015,2016,"Total Grand List","Number",493163131
"Preston","0901162150",2016,2017,2017,"Net Grand List","Number",402977198
"Preston","0901162150",2016,2017,2017,"Top 10 Total Grand List","Number",35866790
"Preston","0901162150",2016,2017,2017,"Total Grand List","Number",488892467
"Prospect","0900962290",2014,2015,2016,"Net Grand List","Number",823909431
"Prospect","0900962290",2014,2015,2016,"Top 10 Total Grand List","Number",42631770
"Prospect","0900962290",2014,2015,2016,"Total Grand List","Number",865543060
"Prospect","0900962290",2016,2017,2017,"Net Grand List","Number",845616845
"Prospect","0900962290",2016,2017,2017,"Top 10 Total Grand List","Number",45015108
"Prospect","0900962290",2016,2017,2017,"Total Grand List","Number",906228850
"Putnam","0901562710",2014,2015,2016,"Net Grand List","Number",612367518
"Putnam","0901562710",2014,2015,2016,"Top 10 Total Grand List","Number",86159140
"Putnam","0901562710",2014,2015,2016,"Total Grand List","Number",639624158
"Putnam","0901562710",2016,2017,2017,"Net Grand List","Number",612939259
"Putnam","0901562710",2016,2017,2017,"Top 10 Total Grand List","Number",85641768
"Putnam","0901562710",2016,2017,2017,"Total Grand List","Number",642088504
"Redding","0900163480",2014,2015,2016,"Net Grand List","Number",1631649246
"Redding","0900163480",2014,2015,2016,"Top 10 Total Grand List","Number",173523731
"Redding","0900163480",2014,2015,2016,"Total Grand List","Number",1667478388
"Redding","0900163480",2016,2017,2017,"Net Grand List","Number",1633286803
"Redding","0900163480",2016,2017,2017,"Top 10 Total Grand List","Number",173968688
"Redding","0900163480",2016,2017,2017,"Total Grand List","Number",1634382633
"Ridgefield","0900163970",2014,2015,2016,"Net Grand List","Number",4711745970
"Ridgefield","0900163970",2014,2015,2016,"Top 10 Total Grand List","Number",339965033
"Ridgefield","0900163970",2014,2015,2016,"Total Grand List","Number",4849726656
"Ridgefield","0900163970",2014,2015,2017,"Net Grand List","Number",4711745970
"Ridgefield","0900163970",2014,2015,2017,"Top 10 Total Grand List","Number",339965033
"Ridgefield","0900163970",2014,2015,2017,"Total Grand List","Number",4849726656
"Rocky Hill","0900365370",2014,2015,2016,"Net Grand List","Number",2019940470
"Rocky Hill","0900365370",2014,2015,2016,"Top 10 Total Grand List","Number",187171530
"Rocky Hill","0900365370",2014,2015,2016,"Total Grand List","Number",2268565320
"Rocky Hill","0900365370",2016,2017,2017,"Net Grand List","Number",2062612240
"Rocky Hill","0900365370",2016,2017,2017,"Top 10 Total Grand List","Number",213735380
"Rocky Hill","0900365370",2016,2017,2017,"Total Grand List","Number",2314086924
"Roxbury","0900565930",2013,2014,2016,"Net Grand List","Number",694544900
"Roxbury","0900565930",2013,2014,2016,"Top 10 Total Grand List","Number",44705260
"Roxbury","0900565930",2013,2014,2016,"Total Grand List","Number",695391800
"Roxbury","0900565930",2016,2017,2017,"Net Grand List","Number",707014810
"Roxbury","0900565930",2016,2017,2017,"Top 10 Total Grand List","Number",46017140
"Roxbury","0900565930",2016,2017,2017,"Total Grand List","Number",707872620
"Salem","0901166210",2014,2015,2016,"Net Grand List","Number",366726656
"Salem","0901166210",2014,2015,2016,"Top 10 Total Grand List","Number",21604130
"Salem","0901166210",2014,2015,2016,"Total Grand List","Number",369587117
"Salem","0901166210",2015,2017,2017,"Net Grand List","Number",366624276
"Salem","0901166210",2015,2017,2017,"Top 10 Total Grand List","Number",21427160
"Salem","0901166210",2015,2017,2017,"Total Grand List","Number",369484737
"Salisbury","0900566420",2013,2014,2016,"Net Grand List","Number",1168920470
"Salisbury","0900566420",2013,2014,2016,"Top 10 Total Grand List","Number",60221410
"Salisbury","0900566420",2013,2014,2016,"Total Grand List","Number",1172376930
"Salisbury","0900566420",2016,2017,2017,"Net Grand List","Number",1252734196
"Salisbury","0900566420",2016,2017,2017,"Top 10 Total Grand List","Number",70730500
"Salisbury","0900566420",2016,2017,2017,"Total Grand List","Number",1255850546
"Scotland","0901567400",2014,2015,2016,"Net Grand List","Number",113142275
"Scotland","0901567400",2014,2015,2016,"Top 10 Total Grand List","Number",6478497
"Scotland","0901567400",2014,2015,2016,"Total Grand List","Number",114235365
"Scotland","0901567400",2016,2017,2017,"Net Grand List","Number",114453985
"Scotland","0901567400",2016,2017,2017,"Top 10 Total Grand List","Number",6730480
"Scotland","0901567400",2016,2017,2017,"Total Grand List","Number",115928975
"Seymour","0900967610",2014,2015,2016,"Net Grand List","Number",1234045890
"Seymour","0900967610",2014,2015,2016,"Top 10 Total Grand List","Number",61939200
"Seymour","0900967610",2014,2015,2016,"Total Grand List","Number",1256931790
"Seymour","0900967610",2016,2017,2017,"Net Grand List","Number",1200101630
"Seymour","0900967610",2016,2017,2017,"Top 10 Total Grand List","Number",65343900
"Seymour","0900967610",2016,2017,2017,"Total Grand List","Number",1228240350
"Sharon","0900567960",2014,2015,2016,"Net Grand List","Number",725187484
"Sharon","0900567960",2014,2015,2016,"Top 10 Total Grand List","Number",69643105
"Sharon","0900567960",2014,2015,2016,"Total Grand List","Number",805944444
"Sharon","0900567960",2016,2017,2017,"Net Grand List","Number",742904228
"Sharon","0900567960",2016,2017,2017,"Top 10 Total Grand List","Number",77871070
"Sharon","0900567960",2016,2017,2017,"Total Grand List","Number",826423518
"Shelton","0900168170",2013,2014,2016,"Net Grand List","Number",4514471490
"Shelton","0900168170",2013,2014,2016,"Top 10 Total Grand List","Number",491444630
"Shelton","0900168170",2013,2014,2016,"Total Grand List","Number",4569314390
"Shelton","0900168170",2016,2017,2017,"Net Grand List","Number",4651410086
"Shelton","0900168170",2016,2017,2017,"Top 10 Total Grand List","Number",495953840
"Shelton","0900168170",2016,2017,2017,"Total Grand List","Number",4718489526
"Sherman","0900168310",2014,2015,2016,"Net Grand List","Number",667551747
"Sherman","0900168310",2014,2015,2016,"Top 10 Total Grand List","Number",27634866
"Sherman","0900168310",2014,2015,2016,"Total Grand List","Number",687877059
"Sherman","0900168310",2015,2017,2017,"Net Grand List","Number",678529904
"Sherman","0900168310",2015,2017,2017,"Top 10 Total Grand List","Number",27687215
"Sherman","0900168310",2015,2017,2017,"Total Grand List","Number",681082094
"Simsbury","0900368940",2013,2014,2016,"Net Grand List","Number",2251625275
"Simsbury","0900368940",2013,2014,2016,"Top 10 Total Grand List","Number",161625566
"Simsbury","0900368940",2013,2014,2016,"Total Grand List","Number",2567717411
"Simsbury","0900368940",2013,2014,2017,"Net Grand List","Number",2251625275
"Simsbury","0900368940",2013,2014,2017,"Top 10 Total Grand List","Number",161625566
"Simsbury","0900368940",2013,2014,2017,"Total Grand List","Number",2567717411
"Somers","0901369220",2014,2015,2016,"Net Grand List","Number",866472730
"Somers","0901369220",2014,2015,2016,"Top 10 Total Grand List","Number",45771540
"Somers","0901369220",2014,2015,2016,"Total Grand List","Number",875373180
"Somers","0901369220",2015,2017,2017,"Net Grand List","Number",846448180
"Somers","0901369220",2015,2017,2017,"Top 10 Total Grand List","Number",45928522
"Somers","0901369220",2015,2017,2017,"Total Grand List","Number",856051496
"Southbury","0900969640",2014,2015,2016,"Net Grand List","Number",2120359529
"Southbury","0900969640",2014,2015,2016,"Top 10 Total Grand List","Number",206216481
"Southbury","0900969640",2014,2015,2016,"Total Grand List","Number",2127699223
"Southbury","0900969640",2016,2017,2017,"Net Grand List","Number",2130144963
"Southbury","0900969640",2016,2017,2017,"Top 10 Total Grand List","Number",238273850
"Southbury","0900969640",2016,2017,2017,"Total Grand List","Number",2300756096
"Southington","0900370550",2014,2014,2016,"Net Grand List","Number",3828716963
"Southington","0900370550",2014,2014,2016,"Top 10 Total Grand List","Number",176098133
"Southington","0900370550",2014,2014,2016,"Total Grand List","Number",3930337896
"Southington","0900370550",2014,2014,2017,"Net Grand List","Number",3828716963
"Southington","0900370550",2014,2014,2017,"Top 10 Total Grand List","Number",176098133
"Southington","0900370550",2014,2014,2017,"Total Grand List","Number",3930337896
"South Windsor","0900371390",2014,2015,2016,"Net Grand List","Number",2501567051
"South Windsor","0900371390",2014,2015,2016,"Top 10 Total Grand List","Number",190153090
"South Windsor","0900371390",2014,2015,2016,"Total Grand List","Number",2614293671
"South Windsor","0900371390",2016,2017,2017,"Net Grand List","Number",2602708150
"South Windsor","0900371390",2016,2017,2017,"Top 10 Total Grand List","Number",223465770
"South Windsor","0900371390",2016,2017,2017,"Total Grand List","Number",2748019874
"Sprague","0901171670",2013,2014,2016,"Net Grand List","Number",165587070
"Sprague","0901171670",2013,2014,2016,"Top 10 Total Grand List","Number",20942590
"Sprague","0901171670",2013,2014,2016,"Total Grand List","Number",179356040
"Sprague","0901171670",2016,2017,2017,"Net Grand List","Number",173974460
"Sprague","0901171670",2016,2017,2017,"Top 10 Total Grand List","Number",45262894
"Sprague","0901171670",2016,2017,2017,"Total Grand List","Number",183191120
"Stafford","0901372090",2014,2015,2016,"Net Grand List","Number",769272354
"Stafford","0901372090",2014,2015,2016,"Top 10 Total Grand List","Number",42943030
"Stafford","0901372090",2014,2015,2016,"Total Grand List","Number",814900089
"Stafford","0901372090",2014,2015,2017,"Net Grand List","Number",769272354
"Stafford","0901372090",2014,2015,2017,"Top 10 Total Grand List","Number",42943030
"Stafford","0901372090",2014,2015,2017,"Total Grand List","Number",814900089
"Stamford","0900173070",2009,2010,2016,"Net Grand List","Number",24089986377
"Stamford","0900173070",2009,2010,2016,"Top 10 Total Grand List","Number",2351741740
"Stamford","0900173070",2009,2010,2016,"Total Grand List","Number",24133122494
"Stamford","0900173070",2009,2010,2017,"Net Grand List","Number",24089986377
"Stamford","0900173070",2009,2010,2017,"Top 10 Total Grand List","Number",2351741740
"Stamford","0900173070",2009,2010,2017,"Total Grand List","Number",24133122494
"Sterling","0901573420",2014,2015,2016,"Net Grand List","Number",224088830
"Sterling","0901573420",2014,2015,2016,"Top 10 Total Grand List","Number",19504662
"Sterling","0901573420",2014,2015,2016,"Total Grand List","Number",254194348
"Sterling","0901573420",2016,2016,2017,"Net Grand List","Number",225426236
"Sterling","0901573420",2016,2016,2017,"Top 10 Total Grand List","Number",0
"Sterling","0901573420",2016,2016,2017,"Total Grand List","Number",230668596
"Stonington","0901173770",2014,2015,2016,"Net Grand List","Number",2622270316
"Stonington","0901173770",2014,2015,2016,"Top 10 Total Grand List","Number",142221729
"Stonington","0901173770",2014,2015,2016,"Total Grand List","Number",2645521493
"Stonington","0901173770",2016,2017,2017,"Net Grand List","Number",2647816872
"Stonington","0901173770",2016,2017,2017,"Top 10 Total Grand List","Number",161418718
"Stonington","0901173770",2016,2017,2017,"Total Grand List","Number",2677711194
"Stratford","0900174190",2014,2015,2016,"Net Grand List","Number",4444196542
"Stratford","0900174190",2014,2015,2016,"Top 10 Total Grand List","Number",446222780
"Stratford","0900174190",2014,2015,2016,"Total Grand List","Number",5118745669
"Stratford","0900174190",2016,2015,2017,"Net Grand List","Number",4492487619
"Stratford","0900174190",2016,2015,2017,"Top 10 Total Grand List","Number",316420940
"Stratford","0900174190",2016,2015,2017,"Total Grand List","Number",5172405202
"Suffield","0900374540",2013,2014,2016,"Net Grand List","Number",1343190541
"Suffield","0900374540",2013,2014,2016,"Top 10 Total Grand List","Number",77908690
"Suffield","0900374540",2013,2014,2016,"Total Grand List","Number",1365583521
"Suffield","0900374540",2013,2014,2017,"Net Grand List","Number",1343190541
"Suffield","0900374540",2013,2014,2017,"Top 10 Total Grand List","Number",77908690
"Suffield","0900374540",2013,2014,2017,"Total Grand List","Number",1365583521
"Thomaston","0900575730",2014,2015,2016,"Net Grand List","Number",540231844
"Thomaston","0900575730",2014,2015,2016,"Top 10 Total Grand List","Number",0
"Thomaston","0900575730",2014,2015,2016,"Total Grand List","Number",621482616
"Thomaston","0900575730",2016,2017,2017,"Net Grand List","Number",547676208
"Thomaston","0900575730",2016,2017,2017,"Top 10 Total Grand List","Number",42431090
"Thomaston","0900575730",2016,2017,2017,"Total Grand List","Number",581762988
"Thompson","0901575870",2014,2015,2016,"Net Grand List","Number",-666666
"Thompson","0901575870",2014,2015,2016,"Top 10 Total Grand List","Number",0
"Thompson","0901575870",2014,2015,2016,"Total Grand List","Number",-666666
"Thompson","0901575870",2014,2015,2017,"Net Grand List","Number",-666666
"Thompson","0901575870",2014,2015,2017,"Top 10 Total Grand List","Number",0
"Thompson","0901575870",2014,2015,2017,"Total Grand List","Number",-666666
"Tolland","0901376290",2014,2015,2016,"Net Grand List","Number",1255176745
"Tolland","0901376290",2014,2015,2016,"Top 10 Total Grand List","Number",61072560
"Tolland","0901376290",2014,2015,2016,"Total Grand List","Number",1412389700
"Tolland","0901376290",2016,2017,2017,"Net Grand List","Number",1276711687
"Tolland","0901376290",2016,2017,2017,"Top 10 Total Grand List","Number",71692180
"Tolland","0901376290",2016,2017,2017,"Total Grand List","Number",1423261522
"Torrington","0900576570",2014,2015,2016,"Net Grand List","Number",1929178235
"Torrington","0900576570",2014,2015,2016,"Top 10 Total Grand List","Number",153919840
"Torrington","0900576570",2014,2015,2016,"Total Grand List","Number",1996669980
"Torrington","0900576570",2016,2017,2017,"Net Grand List","Number",1956793060
"Torrington","0900576570",2016,2017,2017,"Top 10 Total Grand List","Number",166531280
"Torrington","0900576570",2016,2017,2017,"Total Grand List","Number",202233610
"Trumbull","0900177200",2014,2015,2016,"Net Grand List","Number",4521143159
"Trumbull","0900177200",2014,2015,2016,"Top 10 Total Grand List","Number",512110220
"Trumbull","0900177200",2014,2015,2016,"Total Grand List","Number",4567125109
"Trumbull","0900177200",2014,2015,2017,"Net Grand List","Number",4521143159
"Trumbull","0900177200",2014,2015,2017,"Top 10 Total Grand List","Number",512110220
"Trumbull","0900177200",2014,2015,2017,"Total Grand List","Number",4567125109
"Union","0901377830",2013,2014,2016,"Net Grand List","Number",82030253
"Union","0901377830",2013,2014,2016,"Top 10 Total Grand List","Number",7118700
"Union","0901377830",2013,2014,2016,"Total Grand List","Number",82472413
"Union","0901377830",2016,2017,2017,"Net Grand List","Number",90522627
"Union","0901377830",2016,2017,2017,"Top 10 Total Grand List","Number",7413195
"Union","0901377830",2016,2017,2017,"Total Grand List","Number",90954077
"Vernon","0901378250",2014,2015,2016,"Net Grand List","Number",1768690830
"Vernon","0901378250",2014,2015,2016,"Top 10 Total Grand List","Number",190457999
"Vernon","0901378250",2014,2015,2016,"Total Grand List","Number",1787124288
"Vernon","0901378250",2014,2015,2017,"Net Grand List","Number",1768690830
"Vernon","0901378250",2014,2015,2017,"Top 10 Total Grand List","Number",190457999
"Vernon","0901378250",2014,2015,2017,"Total Grand List","Number",1787124288
"Voluntown","0901178600",2012,2012,2016,"Net Grand List","Number",199499086
"Voluntown","0901178600",2012,2012,2016,"Top 10 Total Grand List","Number",8621850
"Voluntown","0901178600",2012,2012,2016,"Total Grand List","Number",201315296
"Voluntown","0901178600",2016,2017,2017,"Net Grand List","Number",202824520
"Voluntown","0901178600",2016,2017,2017,"Top 10 Total Grand List","Number",12870910
"Voluntown","0901178600",2016,2017,2017,"Total Grand List","Number",234968020
"Wallingford","0900978740",2014,2015,2016,"Net Grand List","Number",4269026488
"Wallingford","0900978740",2014,2015,2016,"Top 10 Total Grand List","Number",320578570
"Wallingford","0900978740",2014,2015,2016,"Total Grand List","Number",4491639494
"Wallingford","0900978740",2015,2017,2017,"Net Grand List","Number",4217775833
"Wallingford","0900978740",2015,2017,2017,"Top 10 Total Grand List","Number",282928150
"Wallingford","0900978740",2015,2017,2017,"Total Grand List","Number",4464209753
"Warren","0900579510",2013,2014,2016,"Net Grand List","Number",346550150
"Warren","0900579510",2013,2014,2016,"Top 10 Total Grand List","Number",39611800
"Warren","0900579510",2013,2014,2016,"Total Grand List","Number",347439930
"Warren","0900579510",2016,2017,2017,"Net Grand List","Number",362998950
"Warren","0900579510",2016,2017,2017,"Top 10 Total Grand List","Number",42798220
"Warren","0900579510",2016,2017,2017,"Total Grand List","Number",363890670
"Washington","0900579720",2014,2015,2016,"Net Grand List","Number",1096164724
"Washington","0900579720",2014,2015,2016,"Top 10 Total Grand List","Number",0
"Washington","0900579720",2014,2015,2016,"Total Grand List","Number",1098373424
"Washington","0900579720",2016,2017,2017,"Net Grand List","Number",1112601752
"Washington","0900579720",2016,2017,2017,"Top 10 Total Grand List","Number",0
"Washington","0900579720",2016,2017,2017,"Total Grand List","Number",1114922662
"Waterbury","0900980070",2014,2015,2016,"Net Grand List","Number",4062065707
"Waterbury","0900980070",2014,2015,2016,"Top 10 Total Grand List","Number",454904689
"Waterbury","0900980070",2014,2015,2016,"Total Grand List","Number",4342105640
"Waterbury","0900980070",2016,2017,2017,"Net Grand List","Number",4143210535
"Waterbury","0900980070",2016,2017,2017,"Top 10 Total Grand List","Number",477937669
"Waterbury","0900980070",2016,2017,2017,"Total Grand List","Number",4345176065
"Waterford","0901180280",2013,2014,2016,"Net Grand List","Number",3197421928
"Waterford","0901180280",2013,2014,2016,"Top 10 Total Grand List","Number",1341513278
"Waterford","0901180280",2013,2014,2016,"Total Grand List","Number",3197688828
"Waterford","0901180280",2013,2014,2017,"Net Grand List","Number",3197421928
"Waterford","0901180280",2013,2014,2017,"Top 10 Total Grand List","Number",1341513278
"Waterford","0901180280",2013,2014,2017,"Total Grand List","Number",3197688828
"Watertown","0900580490",2009,2010,2016,"Net Grand List","Number",1912860767
"Watertown","0900580490",2009,2010,2016,"Top 10 Total Grand List","Number",93901737
"Watertown","0900580490",2009,2010,2016,"Total Grand List","Number",1963356486
"Watertown","0900580490",2009,2010,2017,"Net Grand List","Number",1912860767
"Watertown","0900580490",2009,2010,2017,"Top 10 Total Grand List","Number",93901737
"Watertown","0900580490",2009,2010,2017,"Total Grand List","Number",1963356486
"Westbrook","0900781680",2014,2015,2016,"Net Grand List","Number",1161296753
"Westbrook","0900781680",2014,2015,2016,"Top 10 Total Grand List","Number",115549890
"Westbrook","0900781680",2014,2015,2016,"Total Grand List","Number",1201658546
"Westbrook","0900781680",2016,2017,2017,"Net Grand List","Number",1136029532
"Westbrook","0900781680",2016,2017,2017,"Top 10 Total Grand List","Number",107904790
"Westbrook","0900781680",2016,2017,2017,"Total Grand List","Number",1183001292
"West Hartford","0900382590",2014,2015,2016,"Net Grand List","Number",5946170476
"West Hartford","0900382590",2014,2015,2016,"Top 10 Total Grand List","Number",289061100
"West Hartford","0900382590",2014,2015,2016,"Total Grand List","Number",6013765433
"West Hartford","0900382590",2016,2017,2017,"Net Grand List","Number",6240412461
"West Hartford","0900382590",2016,2017,2017,"Top 10 Total Grand List","Number",329781210
"West Hartford","0900382590",2016,2017,2017,"Total Grand List","Number",7181489000
"West Haven","0900982870",2014,2015,2016,"Net Grand List","Number",2853950725
"West Haven","0900982870",2014,2015,2016,"Top 10 Total Grand List","Number",105170590
"West Haven","0900982870",2014,2015,2016,"Total Grand List","Number",2901442209
"West Haven","0900982870",2014,2015,2017,"Net Grand List","Number",2853950725
"West Haven","0900982870",2014,2015,2017,"Top 10 Total Grand List","Number",105170590
"West Haven","0900982870",2014,2015,2017,"Total Grand List","Number",2901442209
"Weston","0900183430",2012,2013,2016,"Net Grand List","Number",2660640912
"Weston","0900183430",2012,2013,2016,"Top 10 Total Grand List","Number",61087465
"Weston","0900183430",2012,2013,2016,"Total Grand List","Number",2662116322
"Weston","0900183430",2016,2017,2017,"Net Grand List","Number",2372862954
"Weston","0900183430",2016,2017,2017,"Top 10 Total Grand List","Number",75786240
"Weston","0900183430",2016,2017,2017,"Total Grand List","Number",2374554024
"Westport","0900183500",2014,2015,2016,"Net Grand List","Number",9804698630
"Westport","0900183500",2014,2015,2016,"Top 10 Total Grand List","Number",373674340
"Westport","0900183500",2014,2015,2016,"Total Grand List","Number",14006712328
"Westport","0900183500",2015,2017,2017,"Net Grand List","Number",1279189398
"Westport","0900183500",2015,2017,2017,"Top 10 Total Grand List","Number",36286064
"Westport","0900183500",2015,2017,2017,"Total Grand List","Number",1302940302
"Wethersfield","0900384900",2012,2013,2016,"Net Grand List","Number",2338758240
"Wethersfield","0900384900",2012,2013,2016,"Top 10 Total Grand List","Number",107928280
"Wethersfield","0900384900",2012,2013,2016,"Total Grand List","Number",2353134620
"Wethersfield","0900384900",2016,2017,2017,"Net Grand List","Number",2242958976
"Wethersfield","0900384900",2016,2017,2017,"Top 10 Total Grand List","Number",114092290
"Wethersfield","0900384900",2016,2017,2017,"Total Grand List","Number",2451633166
"Willington","0901385950",2014,2015,2016,"Net Grand List","Number",439156890
"Willington","0901385950",2014,2015,2016,"Top 10 Total Grand List","Number",59940069
"Willington","0901385950",2014,2015,2016,"Total Grand List","Number",441365530
"Willington","0901385950",2016,2017,2017,"Net Grand List","Number",437877630
"Willington","0901385950",2016,2017,2017,"Top 10 Total Grand List","Number",61582790
"Willington","0901385950",2016,2017,2017,"Total Grand List","Number",440924010
"Wilton","0900186370",2014,2015,2016,"Net Grand List","Number",4296785600
"Wilton","0900186370",2014,2015,2016,"Top 10 Total Grand List","Number",433041850
"Wilton","0900186370",2014,2015,2016,"Total Grand List","Number",4352260300
"Wilton","0900186370",2014,2015,2017,"Net Grand List","Number",4296785600
"Wilton","0900186370",2014,2015,2017,"Top 10 Total Grand List","Number",433041850
"Wilton","0900186370",2014,2015,2017,"Total Grand List","Number",4352260300
"Winchester","0900586440",2014,2015,2016,"Net Grand List","Number",692625587
"Winchester","0900586440",2014,2015,2016,"Top 10 Total Grand List","Number",0
"Winchester","0900586440",2014,2015,2016,"Total Grand List","Number",716583502
"Winchester","0900586440",2014,2015,2017,"Net Grand List","Number",692625587
"Winchester","0900586440",2014,2015,2017,"Top 10 Total Grand List","Number",0
"Winchester","0900586440",2014,2015,2017,"Total Grand List","Number",716583502
"Windham","0901586790",2013,2014,2016,"Net Grand List","Number",862016955
"Windham","0901586790",2013,2014,2016,"Top 10 Total Grand List","Number",98103540
"Windham","0901586790",2013,2014,2016,"Total Grand List","Number",908621965
"Windham","0901586790",2016,2017,2017,"Net Grand List","Number",887904818
"Windham","0901586790",2016,2017,2017,"Top 10 Total Grand List","Number",92858490
"Windham","0901586790",2016,2017,2017,"Total Grand List","Number",1574043
"Windsor","0900387000",2014,2015,2016,"Net Grand List","Number",2849933303
"Windsor","0900387000",2014,2015,2016,"Top 10 Total Grand List","Number",498346002
"Windsor","0900387000",2014,2015,2016,"Total Grand List","Number",3279918507
"Windsor","0900387000",2016,2017,2017,"Net Grand List","Number",2886746036
"Windsor","0900387000",2016,2017,2017,"Top 10 Total Grand List","Number",479727417
"Windsor","0900387000",2016,2017,2017,"Total Grand List","Number",3012443703
"Windsor Locks","0900387070",2013,2014,2016,"Net Grand List","Number",1207270661
"Windsor Locks","0900387070",2013,2014,2016,"Top 10 Total Grand List","Number",233822584
"Windsor Locks","0900387070",2013,2014,2016,"Total Grand List","Number",-666666
"Windsor Locks","0900387070",2013,2014,2017,"Net Grand List","Number",1207270661
"Windsor Locks","0900387070",2013,2014,2017,"Top 10 Total Grand List","Number",233822584
"Windsor Locks","0900387070",2013,2014,2017,"Total Grand List","Number",-666666
"Wolcott","0900987560",2014,2015,2016,"Net Grand List","Number",1268176081
"Wolcott","0900987560",2014,2015,2016,"Top 10 Total Grand List","Number",33068130
"Wolcott","0900987560",2014,2015,2016,"Total Grand List","Number",1289717123
"Wolcott","0900987560",2015,2017,2017,"Net Grand List","Number",1279189398
"Wolcott","0900987560",2015,2017,2017,"Top 10 Total Grand List","Number",36286064
"Wolcott","0900987560",2015,2017,2017,"Total Grand List","Number",1302940302
"Woodbridge","0900987700",2014,2015,2016,"Net Grand List","Number",1136737140
"Woodbridge","0900987700",2014,2015,2016,"Top 10 Total Grand List","Number",68768810
"Woodbridge","0900987700",2014,2015,2016,"Total Grand List","Number",1140515600
"Woodbridge","0900987700",2015,2017,2017,"Net Grand List","Number",1139061800
"Woodbridge","0900987700",2015,2017,2017,"Top 10 Total Grand List","Number",68109430
"Woodbridge","0900987700",2015,2017,2017,"Total Grand List","Number",1142773230
"Woodbury","0900587910",2014,2015,2016,"Net Grand List","Number",1132215258
"Woodbury","0900587910",2014,2015,2016,"Top 10 Total Grand List","Number",33676670
"Woodbury","0900587910",2014,2015,2016,"Total Grand List","Number",1205295100
"Woodbury","0900587910",2016,2017,2017,"Net Grand List","Number",1058340726
"Woodbury","0900587910",2016,2017,2017,"Top 10 Total Grand List","Number",50704530
"Woodbury","0900587910",2016,2017,2017,"Total Grand List","Number",1133760443
"Woodstock","0901588190",2014,2015,2016,"Net Grand List","Number",679472630
"Woodstock","0901588190",2014,2015,2016,"Top 10 Total Grand List","Number",39114891
"Woodstock","0901588190",2014,2015,2016,"Total Grand List","Number",697281383
"Woodstock","0901588190",2016,2017,2017,"Net Grand List","Number",711140263
"Woodstock","0901588190",2016,2017,2017,"Top 10 Total Grand List","Number",33047080
"Woodstock","0901588190",2016,2017,2017,"Total Grand List","Number",731264063
